Press Association ID Number,Constituency Name,Region,CODE,Electorate 15,Votes_15,Conservative_15,Green_15,Labour_15,Lib Dems_15,Other_15,Plaid_15,SNP_15,UKIP_15,Winner 15,Second Place 15,Third Place 15,Fourth Place 15,Turnout 15,Conservative Vote Share 15,Green Vote Share 15,Labour Vote Share 15,Lib Dems Vote Share 15,Other Vote Share 15,Plaid Vote Share 15,SNP Vote Share 15,UKIP Vote Share 15,Conservative Vote Share Change 15,Green Vote Share Change 15,Labour Vote Share Change 15,Lib Dems Vote Share Change 15,Other Vote Share Change 15,Plaid Vote Share Change 15,SNP Vote Share Change 15,UKIP Vote Share Change 15
196,Doncaster North,Yorkshire and The Humber,E14000669,70989,39501,7235,757,20708,1005,868,,,8928,Labour,UKIP,Conservative,Lib Dems,55.6,18.3,1.9,52.4,2.5,2.2,0.0,0.0,22.6,-2.7,+1.9,+5.1,-12.3,-10.2,0.0,0.0,+18.3
197,Dorset Mid & Poole North,South West,E14000815,64299,46499,23639,1321,2767,13109,0,,,5663,Conservative,Lib Dems,UKIP,Labour,72.3,50.8,2.8,6.0,28.2,0.0,0.0,0.0,12.2,+6.3,+2.8,+0.1,-16.9,0.0,0.0,0.0,+7.7
198,Dorset North,South West,E14000839,73759,53385,30227,3038,4785,6226,0,,,9109,Conservative,UKIP,Lib Dems,Labour,72.4,56.6,5.7,9.0,11.7,0.0,0.0,0.0,17.1,+5.6,+4.7,+3.6,-25.3,-0.4,0.0,0.0,+11.9
199,Dorset South,South West,E14000936,71534,48597,23756,2275,11762,2901,599,,,7304,Conservative,Labour,UKIP,Lib Dems,67.9,48.9,4.7,24.2,6.0,1.2,0.0,0.0,15.0,+3.8,+3.5,-6.1,-13.0,+0.8,0.0,0.0,+11.0
200,Dorset West,South West,E14001031,78000,56458,28329,3242,5633,12199,0,,,7055,Conservative,Lib Dems,UKIP,Labour,72.4,50.2,5.7,10.0,21.6,0.0,0.0,0.0,12.5,+2.6,+4.6,+3.3,-19.1,0.0,0.0,0.0,+8.7
201,Dover,South East,E14000670,72930,50224,21737,1295,15443,1572,0,,,10177,Conservative,Labour,UKIP,Lib Dems,68.9,43.3,2.6,30.7,3.1,0.0,0.0,0.0,20.3,-0.7,+2.6,-2.8,-12.7,-3.2,0.0,0.0,+16.8
202,Down North,Northern Ireland,N06000013,64207,35947,1593,1958,0,,30914,,,1482,Other,Green,Conservative,UKIP,56.0,4.4,5.4,0.0,0.0,86.0,0.0,0.0,4.1,+4.4,+2.3,0.0,0.0,-10.9,0.0,0.0,+4.1
203,Down South,Northern Ireland,N06000015,75220,42697,318,,0,,35371,,,3044,Other,UKIP,Conservative,Labour,56.8,0.7,0.0,0.0,0.0,82.8,0.0,0.0,7.1,+0.7,-2.1,0.0,0.0,-15.0,0.0,0.0,+7.1
204,Dudley North,West Midlands,E14000671,60717,37992,11704,517,15885,478,295,,,9113,Labour,Conservative,UKIP,Green,62.6,30.8,1.4,41.8,1.3,0.8,0.0,0.0,24.0,-6.2,+1.4,+3.2,-9.3,-4.6,0.0,0.0,+15.5
205,Dudley South,West Midlands,E14000672,60363,38210,16723,970,12453,828,0,,,7236,Conservative,Labour,UKIP,Green,63.3,43.8,2.5,32.6,2.2,0.0,0.0,0.0,18.9,+0.7,+2.5,-0.4,-13.5,0.0,0.0,0.0,+10.7
206,Dulwich & West Norwood,London,E14000673,76575,51362,11650,4844,27772,5055,435,,,1606,Labour,Conservative,Lib Dems,Green,67.1,22.7,9.4,54.1,9.8,0.8,0.0,0.0,3.1,+0.5,+6.8,+7.5,-17.3,+0.8,0.0,0.0,+1.7
207,Dumfries & Galloway,Scotland,S14000013,75249,56602,16926,,13982,953,0,,23440,1301,SNP,Conservative,Labour,UKIP,75.2,29.9,0.0,24.7,1.7,0.0,0.0,41.4,2.3,-1.7,0.0,-21.2,-7.1,0.0,0.0,+29.1,+1.0
208,"Dumfriesshire, Clydesdale & Tweeddale",Scotland,S14000014,68483,52134,20759,839,7711,1392,0,,19961,1472,Conservative,SNP,Labour,UKIP,76.1,39.8,1.6,14.8,2.7,0.0,0.0,38.3,2.8,+1.8,+0.5,-14.1,-17.1,0.0,0.0,+27.5,+1.4
209,Dunbartonshire East,Scotland,S14000018,66966,54871,4727,804,6754,19926,0,,22093,567,SNP,Lib Dems,Labour,Conservative,81.9,8.6,1.5,12.3,36.3,0.0,0.0,40.3,1.0,-6.9,+1.5,-21.8,-2.4,0.0,0.0,+29.7,-0.1
210,Dunbartonshire West,Scotland,S14000059,69208,51141,3597,,16027,816,503,,30198,,SNP,Labour,Conservative,Lib Dems,73.9,7.0,0.0,31.3,1.6,1.0,0.0,59.0,0.0,-0.6,0.0,-30.0,-6.5,-0.2,0.0,+38.9,-1.6
211,Dundee East,Scotland,S14000015,67822,48185,7206,895,9603,1387,329,,28765,,SNP,Labour,Conservative,Lib Dems,71.0,15.0,1.9,19.9,2.9,0.7,0.0,59.7,0.0,-0.3,+0.5,-13.4,-7.7,+0.1,0.0,+21.9,-1.1
212,Dundee West,Scotland,S14000016,65927,44714,3852,1225,10592,1057,304,,27684,,SNP,Labour,Conservative,Green,67.8,8.6,2.7,23.7,2.4,0.7,0.0,61.9,0.0,-0.7,+2.7,-24.8,-9.0,-1.3,0.0,+33.0,0.0
213,Dunfermline & Fife West,Scotland,S14000017,78037,55890,6623,1195,17744,2232,0,,28096,,SNP,Labour,Conservative,Lib Dems,71.6,11.9,2.1,31.7,4.0,0.0,0.0,50.3,0.0,+5.1,+2.1,-14.5,-31.1,0.0,0.0,+39.6,-1.3
214,"Durham, City Of",North East,E14000641,68725,45669,10157,2687,21596,5153,844,,,5232,Labour,Conservative,UKIP,Lib Dems,66.5,22.2,5.9,47.3,11.3,1.8,0.0,0.0,11.5,+9.0,+5.9,+3.0,-26.4,-1.0,0.0,0.0,+9.6
215,Durham North,North East,E14000840,65359,40146,8403,1246,22047,2046,0,,,6404,Labour,Conservative,UKIP,Lib Dems,61.4,20.9,3.1,54.9,5.1,0.0,0.0,0.0,16.0,-0.1,+3.1,+4.4,-15.9,-4.1,0.0,0.0,+12.7
216,Durham North West,North East,E14000856,69816,42818,10018,1567,20074,3894,0,,,7265,Labour,Conservative,UKIP,Lib Dems,61.3,23.4,3.7,46.9,9.1,0.0,0.0,0.0,17.0,+3.4,+3.7,+4.6,-15.8,-9.9,0.0,0.0,+14.1
217,Dwyfor Meirionnydd,Wales,W07000061,44394,28913,6550,981,3904,1153,1388,11811,,3126,Plaid,Conservative,Labour,UKIP,65.1,22.7,3.4,13.5,4.0,4.8,40.9,0.0,10.8,+0.4,+3.4,-0.4,-8.3,+0.3,-3.5,0.0,+8.1
218,Ealing Central & Acton,London,E14000674,71422,50894,21728,1841,22002,3106,218,,,1926,Labour,Conservative,Lib Dems,UKIP,71.3,42.7,3.6,43.2,6.1,0.4,0.0,0.0,3.8,+4.7,+2.1,+13.1,-21.5,-0.6,0.0,0.0,+2.2
219,Ealing North,London,E14000675,73881,48510,14419,1635,26745,1575,214,,,3922,Labour,Conservative,UKIP,Green,65.7,29.7,3.4,55.1,3.2,0.4,0.0,0.0,8.1,-1.2,+2.3,+4.7,-9.9,-2.6,0.0,0.0,+6.6
220,Ealing Southall,London,E14000676,65606,43321,9387,2007,28147,1550,461,,,1769,Labour,Conservative,Green,UKIP,66.0,21.7,4.6,65.0,3.6,1.1,0.0,0.0,4.1,-8.1,+3.0,+13.5,-11.4,-1.1,0.0,0.0,+4.1
221,Easington,North East,E14000677,61659,34624,4478,733,21132,834,956,,,6491,Labour,UKIP,Conservative,Other,56.2,12.9,2.1,61.0,2.4,2.8,0.0,0.0,18.7,-0.8,+2.1,+2.1,-13.6,-3.9,0.0,0.0,+14.1
222,East Ham,London,E14000679,87382,52290,6311,1299,40563,856,639,,,2622,Labour,Conservative,UKIP,Green,59.8,12.1,2.5,77.6,1.6,1.2,0.0,0.0,5.0,-3.1,+1.3,+7.2,-10.0,-0.4,0.0,0.0,+5.0
223,"East Kilbride, Strathaven & Lesmahagow",Scotland,S14000019,83205,60539,7129,,17151,1042,318,,33678,1221,SNP,Labour,Conservative,UKIP,72.8,11.8,0.0,28.3,1.7,0.5,0.0,55.6,2.0,-1.2,-2.0,-23.2,-8.2,-0.1,0.0,+32.6,+2.0
224,East Lothian,Scotland,S14000020,79481,59014,11511,1245,18301,1517,158,,25104,1178,SNP,Labour,Conservative,Lib Dems,74.2,19.5,2.1,31.0,2.6,0.3,0.0,42.5,2.0,-0.1,+0.4,-13.6,-14.3,+0.3,0.0,+26.5,+0.9
225,Eastbourne,South East,E14000684,78262,52907,20934,1351,4143,20201,139,,,6139,Conservative,Lib Dems,UKIP,Labour,67.6,39.6,2.6,7.8,38.2,0.3,0.0,0.0,11.6,-1.1,+2.6,+3.0,-9.1,-4.4,0.0,0.0,+9.1
226,Eastleigh,South East,E14000685,79609,55505,23464,1513,7181,14317,247,,,8783,Conservative,Lib Dems,UKIP,Labour,69.7,42.3,2.7,12.9,25.8,0.4,0.0,0.0,15.8,+2.9,+2.7,+3.3,-20.7,-0.5,0.0,0.0,+12.2
227,Eddisbury,North West,E14000686,68569,47352,24167,1624,11193,4289,301,,,5778,Conservative,Labour,UKIP,Lib Dems,69.1,51.0,3.4,23.6,9.1,0.6,0.0,0.0,12.2,-0.6,+3.4,+2.1,-13.4,+0.6,0.0,0.0,+8.0
228,Edinburgh East,Scotland,S14000022,67141,47089,4670,2809,14082,1325,117,,23188,898,SNP,Labour,Conservative,Green,70.1,9.9,6.0,29.9,2.8,0.2,0.0,49.2,1.9,-1.0,+0.9,-13.5,-16.6,-0.4,0.0,+28.8,+1.9
229,Edinburgh North & Leith,Scotland,S14000023,80910,58008,9378,3140,18145,2634,122,,23742,847,SNP,Labour,Conservative,Green,71.7,16.2,5.4,31.3,4.5,0.2,0.0,40.9,1.5,+1.2,+3.2,-6.2,-29.3,-1.7,0.0,+31.3,+1.5
230,Edinburgh South,Scotland,S14000024,65801,49286,8626,2090,19293,1823,197,,16656,601,Labour,SNP,Conservative,Green,74.9,17.5,4.2,39.1,3.7,0.4,0.0,33.8,1.2,-4.1,+2.2,+4.4,-30.3,+0.4,0.0,+26.1,+1.2
231,Edinburgh South West,Scotland,S14000025,72149,51602,10444,1965,14033,1920,0,,22168,1072,SNP,Labour,Conservative,Green,71.5,20.2,3.8,27.2,3.7,0.0,0.0,43.0,2.1,-4.0,+1.9,-15.6,-14.3,-0.8,0.0,+30.8,+2.1
232,Edinburgh West,Scotland,S14000026,71717,54858,6732,1140,6425,18168,0,,21378,1015,SNP,Lib Dems,Conservative,Labour,76.5,12.3,2.1,11.7,33.1,0.0,0.0,39.0,1.9,-10.9,+2.1,-16.0,-2.8,0.0,0.0,+25.8,+1.9
233,Edmonton,London,E14000687,66016,41338,9969,1358,25388,897,360,,,3366,Labour,Conservative,UKIP,Green,62.6,24.1,3.3,61.4,2.2,0.9,0.0,0.0,8.1,-5.7,+2.0,+7.8,-8.4,-1.2,0.0,0.0,+5.6
234,Ellesmere Port & Neston,North West,E14000688,69223,46727,16041,990,22316,1563,223,,,5594,Labour,Conservative,UKIP,Lib Dems,67.5,34.3,2.1,47.8,3.3,0.5,0.0,0.0,12.0,-0.5,+2.1,+3.1,-11.7,-1.3,0.0,0.0,+8.3
235,Elmet & Rothwell,Yorkshire and The Humber,E14000689,79143,57797,27978,1261,19488,2640,0,,,6430,Conservative,Labour,UKIP,Lib Dems,73.0,48.4,2.2,33.7,4.6,0.0,0.0,0.0,11.1,+5.8,+2.2,-0.8,-11.8,-3.7,0.0,0.0,+8.3
236,Eltham,London,E14000690,63998,43157,15700,1275,18393,1308,0,,,6481,Labour,Conservative,UKIP,Lib Dems,67.4,36.4,3.0,42.6,3.0,0.0,0.0,0.0,15.0,-1.2,+2.0,+1.1,-9.6,-4.9,0.0,0.0,+12.6
237,Enfield North,London,E14000691,68118,46137,19086,1303,20172,1059,384,,,4133,Labour,Conservative,UKIP,Green,67.7,41.4,2.8,43.7,2.3,0.8,0.0,0.0,9.0,-0.9,+1.7,+5.2,-9.9,-3.0,0.0,0.0,+6.8
238,Enfield Southgate,London,E14000692,64937,45812,22624,1690,17871,1518,0,,,2109,Conservative,Labour,UKIP,Green,70.5,49.4,3.7,39.0,3.3,0.0,0.0,0.0,4.6,-0.1,+2.3,+6.8,-10.5,-1.9,0.0,0.0,+3.5
239,Epping Forest,East,E14000693,73447,49348,27027,1782,7962,3448,0,,,9049,Conservative,UKIP,Labour,Lib Dems,67.2,54.8,3.6,16.1,7.0,0.0,0.0,0.0,18.3,+0.8,+2.2,+1.9,-14.5,-4.9,0.0,0.0,+14.4
240,Epsom & Ewell,South East,E14000694,78633,57143,33309,2116,8866,5002,733,,,7117,Conservative,Labour,UKIP,Lib Dems,72.7,58.3,3.7,15.5,8.8,1.3,0.0,0.0,12.5,+2.1,+3.7,+3.6,-18.1,+0.8,0.0,0.0,+7.8
241,Erewash,East Midlands,E14000695,71943,48322,20636,1184,17052,1658,0,,,7792,Conservative,Labour,UKIP,Lib Dems,67.2,42.7,2.5,35.3,3.4,0.0,0.0,0.0,16.1,+3.2,+1.3,+1.1,-14.1,-5.9,0.0,0.0,+14.3
242,Erith & Thamesmead,London,E14000696,70397,42617,11684,941,21209,972,443,,,7368,Labour,Conservative,UKIP,Lib Dems,60.5,27.4,2.2,49.8,2.3,1.0,0.0,0.0,17.3,-4.0,+1.4,+4.9,-9.8,-7.1,0.0,0.0,+14.6
243,Esher & Walton,South East,E14000697,79894,56976,35845,2355,7229,5372,624,,,5551,Conservative,Labour,UKIP,Lib Dems,71.3,62.9,4.1,12.7,9.4,1.1,0.0,0.0,9.7,+4.0,+4.1,+2.0,-15.4,-1.2,0.0,0.0,+6.5
244,Exeter,South West,E14000698,76968,54018,17879,3491,25062,2321,190,,,5075,Labour,Conservative,UKIP,Green,70.2,33.1,6.5,46.4,4.3,0.4,0.0,0.0,9.4,+0.1,+4.9,+8.2,-16.0,-3.1,0.0,0.0,+5.7
245,Falkirk,Scotland,S14000028,83380,60340,7325,,15130,1225,0,,34831,1829,SNP,Labour,Conservative,UKIP,72.4,12.1,0.0,25.1,2.0,0.0,0.0,57.7,3.0,+0.9,0.0,-20.6,-8.3,0.0,0.0,+27.5,+0.5
246,Fareham,South East,E14000699,77114,54700,30689,2129,7800,4814,841,,,8427,Conservative,UKIP,Labour,Lib Dems,70.9,56.1,3.9,14.3,8.8,1.5,0.0,0.0,15.4,+0.8,+2.4,+0.1,-15.0,+0.4,0.0,0.0,+11.3
247,Faversham & Kent Mid,South East,E14000700,69523,45803,24895,1768,7403,3039,455,,,8243,Conservative,UKIP,Labour,Lib Dems,65.9,54.4,3.9,16.2,6.6,1.0,0.0,0.0,18.0,-1.8,+2.0,-0.4,-13.0,-1.0,0.0,0.0,+14.3
248,Feltham & Heston,London,E14000701,82340,49405,14382,1390,25845,1579,0,,,6209,Labour,Conservative,UKIP,Lib Dems,60.0,29.1,2.8,52.3,3.2,0.0,0.0,0.0,12.6,-4.9,+1.7,+8.7,-10.6,-5.4,0.0,0.0,+10.5
249,Fermanagh & South Tyrone,Northern Ireland,N06000007,70108,50864,,788,0,,26468,,,,Other,Green,Labour,#NUM!,72.6,0.0,1.5,0.0,0.0,52.0,0.0,0.0,0.0,0.0,+1.5,0.0,0.0,-48.0,0.0,0.0,0.0
250,Fife North East,Scotland,S14000049,62003,45263,7373,1387,3476,14179,325,,18523,,SNP,Lib Dems,Conservative,Labour,73.0,16.3,3.1,7.7,31.3,0.7,0.0,40.9,0.0,-5.5,+3.1,-9.5,-13.0,+0.7,0.0,+26.7,-2.6
251,Filton & Bradley Stoke,South West,E14000702,71310,49101,22920,2257,13082,3581,0,,,7261,Conservative,Labour,UKIP,Lib Dems,68.9,46.7,4.6,26.6,7.3,0.0,0.0,0.0,14.8,+5.9,+3.7,+0.2,-18.0,-3.5,0.0,0.0,+11.7
252,Finchley & Golders Green,London,E14000703,72530,50759,25835,1357,20173,1662,0,,,1732,Conservative,Labour,UKIP,Lib Dems,70.0,50.9,2.7,39.7,3.3,0.0,0.0,0.0,3.4,+4.9,+1.1,+6.1,-13.8,0.0,0.0,0.0,+1.7
253,Folkestone & Hythe,South East,E14000704,83651,55010,26323,2956,7939,4882,312,,,12526,Conservative,UKIP,Labour,Lib Dems,65.8,47.9,5.4,14.4,8.9,0.6,0.0,0.0,22.8,-1.6,+4.2,+3.6,-21.4,-3.0,0.0,0.0,+18.2
254,Forest Of Dean,South West,E14000705,69865,49520,23191,2703,12204,2630,0,,,8792,Conservative,Labour,UKIP,Green,70.9,46.8,5.5,24.6,5.3,0.0,0.0,0.0,17.8,-0.0,+3.6,+0.5,-16.6,0.0,0.0,0.0,+12.6
255,Foyle,Northern Ireland,N06000008,70036,37002,132,,0,,34812,,,832,Other,UKIP,Conservative,Labour,52.8,0.4,0.0,0.0,0.0,94.1,0.0,0.0,2.2,+0.4,0.0,0.0,0.0,-5.9,0.0,0.0,+2.2
256,Fylde,North West,E14000706,65679,43557,21406,1381,8182,1623,5396,,,5569,Conservative,Labour,UKIP,Other,66.3,49.1,3.2,18.8,3.7,12.4,0.0,0.0,12.8,-3.1,+1.7,-1.0,-18.3,+12.4,0.0,0.0,+8.3
257,Gainsborough,East Midlands,E14000707,74686,49261,25949,1290,10500,3290,505,,,7727,Conservative,Labour,UKIP,Lib Dems,66.0,52.7,2.6,21.3,6.7,1.0,0.0,0.0,15.7,+3.4,+2.6,+5.7,-21.2,-2.0,0.0,0.0,+11.5
258,Garston & Halewood,North West,E14000708,73719,48983,6693,1690,33839,2279,0,,,4482,Labour,Conservative,UKIP,Lib Dems,66.4,13.7,3.5,69.1,4.7,0.0,0.0,0.0,9.2,-2.5,+3.5,+9.6,-15.5,-0.6,0.0,0.0,+5.6
259,Gateshead,North East,E14000709,64524,37949,5502,1548,21549,2585,0,,,6765,Labour,UKIP,Conservative,Lib Dems,58.8,14.5,4.1,56.8,6.8,0.0,0.0,0.0,17.8,-0.4,+3.1,+2.6,-14.5,-5.7,0.0,0.0,+14.9
260,Gedling,East Midlands,E14000710,70000,47998,17321,1534,20307,1906,0,,,6930,Labour,Conservative,UKIP,Lib Dems,68.6,36.1,3.2,42.3,4.0,0.0,0.0,0.0,14.4,-1.2,+3.2,+1.2,-11.3,-3.3,0.0,0.0,+11.4
261,Gillingham & Rainham,South East,E14000711,70984,47078,22590,1133,12060,1707,389,,,9199,Conservative,Labour,UKIP,Lib Dems,66.3,48.0,2.4,25.6,3.6,0.8,0.0,0.0,19.5,+1.8,+1.6,-2.0,-14.5,-3.2,0.0,0.0,+16.3
262,Glasgow Central,Scotland,S14000029,70945,39318,2359,1559,12996,612,348,,20658,786,SNP,Labour,Conservative,Green,55.4,6.0,4.0,33.1,1.6,0.9,0.0,52.5,2.0,-1.1,+1.3,-19.0,-14.8,-2.7,0.0,+35.0,+1.2
263,Glasgow East,Scotland,S14000030,70378,42417,2544,381,13729,318,224,,24116,1105,SNP,Labour,Conservative,UKIP,60.3,6.0,0.9,32.4,0.7,0.5,0.0,56.9,2.6,+1.5,+0.9,-29.2,-4.3,-3.0,0.0,+32.1,+2.0
264,Glasgow North,Scotland,S14000031,60169,36922,2901,2284,10315,1012,314,,19610,486,SNP,Labour,Conservative,Green,61.4,7.9,6.2,27.9,2.7,0.9,0.0,53.1,1.3,+0.8,+3.0,-16.6,-28.6,-1.1,0.0,+41.2,+1.3
265,Glasgow North East,Scotland,S14000032,66678,37857,1769,615,12754,300,443,,21976,,SNP,Labour,Conservative,Green,56.8,4.7,1.6,33.7,0.8,1.2,0.0,58.1,0.0,-0.7,+1.6,-34.7,-6.9,-3.3,0.0,+43.9,0.0
266,Glasgow North West,Scotland,S14000033,68418,43854,3692,1167,13544,1194,349,,23908,,SNP,Labour,Conservative,Lib Dems,64.1,8.4,2.7,30.9,2.7,0.8,0.0,54.5,0.0,-1.5,+0.2,-23.2,-13.1,-1.7,0.0,+39.3,0.0
267,Glasgow South,Scotland,S14000034,74051,48778,4752,1431,14504,1019,299,,26773,,SNP,Labour,Conservative,Green,65.9,9.7,2.9,29.7,2.1,0.6,0.0,54.9,0.0,-1.7,+0.5,-22.0,-9.7,-1.9,0.0,+34.7,0.0
268,Glasgow South West,Scotland,S14000035,66209,40921,2036,507,13438,406,176,,23388,970,SNP,Labour,Conservative,UKIP,61.8,5.0,1.2,32.8,1.0,0.4,0.0,57.2,2.4,-1.6,+1.2,-29.7,-8.0,-5.1,0.0,+40.8,+2.4
269,Glenrothes,Scotland,S14000036,69781,47598,3685,,14562,892,0,,28459,,SNP,Labour,Conservative,Lib Dems,68.2,7.7,0.0,30.6,1.9,0.0,0.0,59.8,0.0,+0.5,0.0,-31.7,-5.8,0.0,0.0,+38.1,-1.0
270,Gloucester,South West,E14000712,82968,52575,23837,1485,16586,2828,342,,,7497,Conservative,Labour,UKIP,Lib Dems,63.4,45.3,2.8,31.5,5.4,0.7,0.0,0.0,14.3,+5.4,+1.8,-3.6,-13.9,-0.5,0.0,0.0,+10.7
271,Gordon,Scotland,S14000037,79393,58161,6807,,3441,19030,0,,27717,1166,SNP,Lib Dems,Conservative,Labour,73.3,11.7,0.0,5.9,32.7,0.0,0.0,47.7,2.0,-7.0,-1.5,-14.2,-3.3,-1.4,0.0,+25.5,+2.0
272,Gosport,South East,E14000713,73268,47665,26364,1707,6926,3298,104,,,9266,Conservative,UKIP,Labour,Lib Dems,65.1,55.3,3.6,14.5,6.9,0.2,0.0,0.0,19.4,+3.5,+2.4,-2.4,-14.1,-5.6,0.0,0.0,+16.3
273,Gower,Wales,W07000046,61820,42758,15862,1161,15835,1552,524,3051,,4773,Conservative,Labour,UKIP,Plaid,69.2,37.1,2.7,37.0,3.6,1.2,7.1,0.0,11.2,+5.1,+2.7,-1.4,-15.4,-1.1,+0.5,0.0,+9.6
274,Grantham & Stamford,East Midlands,E14000714,81150,53755,28399,1872,9070,3263,1741,,,9410,Conservative,UKIP,Labour,Lib Dems,66.2,52.8,3.5,16.9,6.1,3.2,0.0,0.0,17.5,+2.5,+3.5,-1.1,-16.1,-3.2,0.0,0.0,+14.5
275,Gravesham,South East,E14000715,72043,50139,23484,1124,15114,1111,0,,,9306,Conservative,Labour,UKIP,Green,69.6,46.8,2.2,30.1,2.2,0.0,0.0,0.0,18.6,-1.7,+0.8,+1.3,-11.1,-3.1,0.0,0.0,+13.8
276,Great Grimsby,Yorkshire and The Humber,E14000716,59200,33731,8874,783,13414,1680,563,,,8417,Labour,Conservative,UKIP,Lib Dems,57.0,26.3,2.3,39.8,5.0,1.7,0.0,0.0,25.0,-4.2,+2.3,+7.1,-17.4,-6.5,0.0,0.0,+18.8
277,Great Yarmouth,East,E14000717,69793,44469,19089,978,12935,1030,167,,,10270,Conservative,Labour,UKIP,Lib Dems,63.7,42.9,2.2,29.1,2.3,0.4,0.0,0.0,23.1,-0.2,+1.2,-4.1,-12.1,-3.2,0.0,0.0,+18.3
278,Greenwich & Woolwich,London,E14000718,73315,46716,12438,2991,24384,2645,370,,,3888,Labour,Conservative,UKIP,Green,63.7,26.6,6.4,52.2,5.7,0.8,0.0,0.0,8.3,+2.1,+3.8,+3.0,-12.5,-4.7,0.0,0.0,+8.3
279,Guildford,South East,E14000719,75733,53986,30802,2558,6534,8354,964,,,4774,Conservative,Lib Dems,Labour,UKIP,71.3,57.1,4.7,12.1,15.5,1.8,0.0,0.0,8.8,+3.8,+4.7,+7.0,-23.8,+1.3,0.0,0.0,+7.0
280,Hackney North & Stoke Newington,London,E14000720,88153,49887,7349,7281,31357,2492,323,,,1085,Labour,Conservative,Green,Lib Dems,56.6,14.7,14.6,62.9,5.0,0.6,0.0,0.0,2.2,+0.2,+10.0,+7.9,-18.9,-1.3,0.0,0.0,+2.2
281,Hackney South & Shoreditch,London,E14000721,84971,47580,6420,5519,30633,2186,941,,,1818,Labour,Conservative,Green,Lib Dems,56.0,13.5,11.6,64.4,4.6,2.0,0.0,0.0,3.8,-0.0,+8.1,+8.6,-17.8,-1.3,0.0,0.0,+2.3
282,Halesowen & Rowley Regis,West Midlands,E14000722,66048,43818,18933,849,15851,905,0,,,7280,Conservative,Labour,UKIP,Lib Dems,66.3,43.2,1.9,36.2,2.1,0.0,0.0,0.0,16.6,+2.0,+1.9,-0.4,-12.7,-1.0,0.0,0.0,+10.2
283,Halifax,Yorkshire and The Humber,E14000723,70462,43753,17078,1142,17506,1629,777,,,5621,Labour,Conservative,UKIP,Lib Dems,62.1,39.0,2.6,40.0,3.7,1.8,0.0,0.0,12.8,+5.0,+2.6,+2.6,-15.4,-6.2,0.0,0.0,+11.3
284,Haltemprice & Howden,Yorkshire and The Humber,E14000724,71195,48757,26414,1809,10219,3055,0,,,6781,Conservative,Labour,UKIP,Lib Dems,68.5,54.2,3.7,21.0,6.3,0.0,0.0,0.0,13.9,+3.9,+2.3,+5.3,-20.2,-6.3,0.0,0.0,+13.9
285,Halton,North West,E14000725,72818,45023,8007,1017,28292,1097,277,,,6333,Labour,Conservative,UKIP,Lib Dems,61.8,17.8,2.3,62.8,2.4,0.6,0.0,0.0,14.1,-2.4,+0.7,+5.2,-11.4,-3.2,0.0,0.0,+11.1
286,Hammersmith,London,E14000726,72254,47960,17463,2105,23981,2224,82,,,2105,Labour,Conservative,Lib Dems,Green,66.4,36.4,4.4,50.0,4.6,0.2,0.0,0.0,4.4,+0.0,+2.9,+6.1,-11.3,-1.0,0.0,0.0,+3.2
287,Hampshire East,South East,E14000680,71074,51649,31334,3176,5220,5732,0,,,6187,Conservative,UKIP,Lib Dems,Labour,72.7,60.7,6.1,10.1,11.1,0.0,0.0,0.0,12.0,+3.9,+6.1,+2.2,-19.4,-2.0,0.0,0.0,+9.1
288,Hampshire North East,South East,E14000844,76918,54000,35573,2364,5290,5657,384,,,4732,Conservative,Lib Dems,Labour,UKIP,70.2,65.9,4.4,9.8,10.5,0.7,0.0,0.0,8.8,+5.3,+4.4,+0.0,-15.0,+0.7,0.0,0.0,+4.6
289,Hampshire North West,South East,E14000857,79223,55195,32052,2541,7342,5151,0,,,8109,Conservative,UKIP,Labour,Lib Dems,69.7,58.1,4.6,13.3,9.3,0.0,0.0,0.0,14.7,-0.2,+4.6,+0.2,-14.1,0.0,0.0,0.0,+9.5
290,Hampstead & Kilburn,London,E14000727,80195,53964,22839,2387,23977,3039,113,,,1532,Labour,Conservative,Lib Dems,Green,67.3,42.3,4.4,44.4,5.6,0.2,0.0,0.0,2.8,+9.6,+3.0,+11.6,-25.6,-0.8,0.0,0.0,+2.1
291,Harborough,East Midlands,E14000728,77760,52471,27675,2177,8043,7037,0,,,7539,Conservative,Labour,UKIP,Lib Dems,67.5,52.7,4.1,15.3,13.4,0.0,0.0,0.0,14.4,+3.8,+4.1,+2.6,-17.7,-4.6,0.0,0.0,+11.7
292,Harlow,East,E14000729,67994,44251,21623,954,13273,904,289,,,7208,Conservative,Labour,UKIP,Green,65.1,48.9,2.2,30.0,2.0,0.7,0.0,0.0,16.3,+4.0,+2.2,-3.7,-11.6,-3.5,0.0,0.0,+12.7
293,Harrogate & Knaresborough,Yorkshire and The Humber,E14000730,76408,53376,28153,2351,5409,11782,0,,,5681,Conservative,Lib Dems,UKIP,Labour,69.9,52.7,4.4,10.1,22.1,0.0,0.0,0.0,10.6,+7.0,+4.4,+3.7,-21.7,-2.1,0.0,0.0,+8.7
294,Harrow East,London,E14000731,70981,49000,24668,846,19911,1037,205,,,2333,Conservative,Labour,UKIP,Lib Dems,69.0,50.3,1.7,40.6,2.1,0.4,0.0,0.0,4.8,+5.7,+0.1,+3.1,-12.2,+0.4,0.0,0.0,+2.9
